company_nmls_id,legal_name,source_families,source_record_keys
1571597,"ONLINE FUNDING, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2189|FL|MONTHLY|MBR|MBR8586|FL|NMLS|MBR|MBR8586
157199,ELLIS MANAGEMENT GROUP LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR1597|FL|NMLS|MBR|MBR1597
1571990,"CASTRO, JUAN C.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR3224|FL|MONTHLY|MBR|MBR5239|FL|NMLS|MBR|MBR5239
1572057,"ORANGE CIRCLE INTERNATIONAL, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5302|FL|NMLS|MBR|MBR5302
1572770,ORMOND MORTGAGE GROUP INC,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1430|FL|NMLS|MLD|MLD1430
1572922,"UNITED FINANCE, INC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1747|FL|NMLS|MLD|MLD1747
157297,"EMI EQUITY MORTGAGE, INC.",monthly_mld,FL|MONTHLY|MLD|MLD1357
1573760,"EHOMELOAN, INC",monthly_mld,FL|MONTHLY|MLD|MLD1815|FL|MONTHLY|MLD|MLD2451
1573854,"AMERICAN SENIOR LENDING, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR2191
1573889,"WATERS MORTGAGE COMPANY, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2152|FL|NMLS|MBR|MBR2152
1574366,OPENDOOR HOME LOANS LLC,monthly_mld,FL|MONTHLY|MLD|MLD1802
1574368,ANCHOR BAY FINANCIAL LLC,monthly_mbr,FL|MONTHLY|MBR|MBR2185
1574879,DAVID KILPATRICK FINANCIAL LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4475|FL|NMLS|MBR|MBR4475
1575457,L3 DISCOUNT HOME LENDING LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2169|FL|NMLS|MBR|MBR2169
1575922,RELIANCE INTERNATIONAL MORTGAGE AND INVESTMENTS,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2276|FL|NMLS|MBR|MBR2276
1576112,"BRC FINANCIAL GROUP, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2201|FL|NMLS|MBR|MBR2201
1576459,MCLEAN  GLOBAL REAL ESTATE SERVICES INC.,monthly_mbr,FL|MONTHLY|MBR|MBR2153
157650,"AVRUS FINANCIAL & MORTGAGE SERVICES, INC.",monthly_mld,FL|MONTHLY|MLD|MLD67
1576905,"NEW WORLD MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2162|FL|NMLS|MBR|MBR2162
1577545,"EZ HOME LOANS, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR2170
1577946,CH HOME LOANS,monthly_mbr|monthly_mld,FL|MONTHLY|MLD|MLD1443|FL|MONTHLY|MBR|MBR2990
1578216,"SYNERGY COMPLIANCE SERVICES, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2214|FL|NMLS|MBR|MBR2214
1578407,COLORADO HOMESMARTZ LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5627|FL|NMLS|MBR|MBR5627
1579,"EQUITY RESOURCES, INC.",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD417|FL|MONTHLY|MLD|MLD880|FL|NMLS|MLS|MLD880
1579006,"E MORTGAGE HOME LOANS, INC",monthly_mbr,FL|MONTHLY|MBR|MBR2756
157933,"CAPP MORTGAGE, L.L.C.",monthly_mbr,FL|MONTHLY|MBR|MBR5220
157939,"MORTGAGE MARKETS CUSO, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1978|FL|NMLS|MLS|MLD1978
1579547,KORTH DIRECT MORTGAGE INC,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1456|FL|MONTHLY|MLD|MLD1876|FL|MONTHLY|MLD|MLD2747|FL|NMLS|MLS|MLD2747
1579555,"PREMIER HOME LOANS, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4803|FL|NMLS|MBR|MBR4803
1580355,"APFS & CPAS, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2184|FL|NMLS|MBR|MBR2184
1580650,CONNECT MORTGAGE CORP .,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5625|FL|NMLS|MBR|MBR5625
158080,"CUSTOM MORTGAGE SERVICES, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR777|FL|NMLS|MBR|MBR777
158087,"BENCHMARK CONSULTING, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR1072|FL|NMLS|MBR|MBR1072
1581111,XINTEREST HOME LOANS LLC,monthly_mbr,FL|MONTHLY|MBR|MBR2417
158115,"T Y MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5209|FL|NMLS|MBR|MBR5209
1582522,"RAM MORTGAGE PARTNERS, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1776|FL|NMLS|MLD|MLD1776
1582639,"RODGERS, CARNELL",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5505|FL|MONTHLY|MBR|MBR8519|FL|NMLS|MBR|MBR8519
1582654,"U.S. EAGLE MORTGAGE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR2262
1582886,LJC MORTGAGE CORP.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2175|FL|NMLS|MBR|MBR2175
1582934,WHOLESALE MORTGAGE SOURCE LIMITED LIABILITY COMPANY,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5151|FL|NMLS|MBR|MBR5151
1583110,"PEOPLE FINANCIAL BENEFITS, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR2179
1583337,"EMERALD FINANCIAL PARTNERS, INC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2174|FL|NMLS|MBR|MBR2174
1584108,"GULF COAST REAL ESTATE EMERALD COAST, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR2246
1584260,"LA CROSS MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4192|FL|NMLS|MBR|MBR4192
1584380,"INFOSYS BPO AMERICAS, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1474|FL|NMLS|MLS|MLD1474
1584479,"MOTTO FUNDING, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR3060
1584549,"OSPREY MORTGAGE LENDING, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2177|FL|NMLS|MBR|MBR2177
1584718,ANDERSON LENDING CORPORATION,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR7390|FL|NMLS|MBR|MBR7390
1585758,"FOUR CLOVER HOMES, INC.",monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2543|FL|MONTHLY|MBR|MBR3343|FL|MONTHLY|MBR|MBR7914|FL|NMLS|MBR|MBR7914
1586,"NICKEL CITY FUNDING, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5615|FL|NMLS|MBR|MBR5615
1586368,ALABAMA HOME MORTGAGE LOANS INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5499|FL|NMLS|MBR|MBR5499
1586442,MY LOAN IS YOUR LOAN LLC,monthly_mbr,FL|MONTHLY|MBR|MBR2188
1587,TOWER MORTGAGE CORPORATION,monthly_mld,FL|MONTHLY|MLD|MLD274
1587074,"MID FLORIDA MORTGAGE PROFESSIONALS, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2193|FL|NMLS|MBR|MBR2193
1587080,"PRISM LENDING, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4972|FL|NMLS|MBR|MBR4972
1587482,HAWTHORN GROVE FINANCIAL INC,monthly_mbr,FL|MONTHLY|MBR|MBR2387
1587664,AVANTI FINANCIAL SOLUTIONS INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2215|FL|NMLS|MBR|MBR2215
15877,OCWEN FINANCIAL SOLUTIONS PRIVATE LIMITED,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1489|FL|NMLS|MLS|MLD1489
1587868,AMERGROUP MORTGAGE,monthly_mbr,FL|MONTHLY|MBR|MBR3778
1587882,"THE LOCAL LENDER, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2309|FL|NMLS|MLS|MLD2309
1588175,"CHAMPIONS MORTGAGE SERVICES, INC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2288|FL|NMLS|MBR|MBR2288
1588221,GDM MORTGAGE CORP,monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1930|FL|MONTHLY|MBR|MBR2180|FL|NMLS|MBR|MBR2180
1588399,"CATALINA VENTURES, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR6522|FL|NMLS|MBR|MBR6522
1588622,"CREDIT KARMA MORTGAGE, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2336|FL|NMLS|MBR|MBR2336
1588683,STANDARD MORTGAGE GROUP LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2181|FL|NMLS|MBR|MBR2181
1588734,"COMMERCIAL & INVESTMENT NETWORKS OF S FL, LLC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2212|FL|NMLS|MBR|MBR2212
1589,"DLJ MORTGAGE CAPITAL, INC.",monthly_mld,FL|MONTHLY|MLD|MLD758
1589515,"VENDITOR, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR3773|FL|NMLS|MBR|MBR3773
158989,"MULTILINE MORTGAGE SERVICES, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR132
1589943,INSPIRE MORTGAGE LLC,monthly_mbr,FL|MONTHLY|MBR|MBR2182
1590026,GUARANTEED HOME LOANS,monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1472|FL|MONTHLY|MLD|MLD1998|FL|MONTHLY|MBR|MBR8352|FL|NMLS|MBR|MBR8352
1590291,FLORIDA MORTGAGE CORP,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2203|FL|NMLS|MBR|MBR2203
1590323,"MCKAY MORTGAGE COMPANY, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4757|FL|NMLS|MBR|MBR4757
1590484,LUXE MORTGAGE LENDING INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2198|FL|NMLS|MBR|MBR2198
1590660,"DIPAOLO FINANCIAL GROUP, INC",monthly_mbr,FL|MONTHLY|MBR|MBR2204
1590665,"HOME LOAN ADVISORS, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR2199
1590669,"READYWORK SOLUTIONS, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR2414
1590846,SUNSHINE STATE MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2196|FL|NMLS|MBR|MBR2196
1591,CHURCHILL MORTGAGE CORPORATION,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1264|FL|MONTHLY|MLD|MLD225|FL|NMLS|MLS|MLD1264
1591260,PROSPER FIRST FUNDING CORPORATION,monthly_mbr,FL|MONTHLY|MBR|MBR2488
1591856,"TROY CITY MORTGAGE,LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5436|FL|NMLS|MBR|MBR5436
1592292,PEKLAVA LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2694|FL|NMLS|MBR|MBR2694
1593324,"ALLIANCE GROUP MORTGAGE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR2219
1593388,"MIAMI MORTGAGE CONSULTANTS, LLC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2208|FL|NMLS|MBR|MBR2208
1593427,COASTAL MORTGAGES OF SOUTHWEST FLORIDA,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2244|FL|NMLS|MBR|MBR2244
1593453,MCGROVER COMMERCIAL CAPITAL LLC,monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1692|FL|MONTHLY|MBR|MBR2363|FL|NMLS|MBR|MBR2363
1594476,GREEN LIGHT ADVANCE CORP.,monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2061|FL|MONTHLY|MBR|MBR2221|FL|NMLS|MBR|MBR2221
1594613,"CDC SOLUTIONS, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR4636
1594896,"KELLY MORTGAGE, INC.",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1526|FL|NMLS|MLD|MLD1526
1595076,"GTG FINANCIAL, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR8240|FL|NMLS|MBR|MBR8240
1595266,"MORTGAGE ADVISORS OF AMERICA, A LIMITED LIABILITY COMPANY",monthly_mbr,FL|MONTHLY|MBR|MBR2267|FL|MONTHLY|MBR|MBR3875
1595606,"CA DREAM BUILDERS GROUP, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR6479|FL|NMLS|MBR|MBR6479
1596039,"LAKE POINTE MORTGAGE, L.L.C.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2270|FL|NMLS|MBR|MBR2270
1597266,SWISS CAPITAL FINANCIAL INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2211|FL|NMLS|MBR|MBR2211
1597278,"CASA FINANCIAL, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR3369|FL|NMLS|MBR|MBR3369
1598,"QR LENDING, INC.",monthly_mld,FL|MONTHLY|MLD|MLD217
1598108,"PLATINUM MORTGAGE SOLUTIONS, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2248|FL|NMLS|MBR|MBR2248
1598577,"MYRATEADVISOR, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR2779
1598647,"GUARANTEED RATE AFFINITY, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1480|FL|NMLS|MLD|MLD1480
1598931,ALIGN MORTGAGE CORP.,monthly_mbr,FL|MONTHLY|MBR|MBR5148
1599,FRANKLIN AMERICAN MORTGAGE COMPANY,monthly_mld,FL|MONTHLY|MLD|MLD143
1599137,MISSION MORTGAGE LLC,monthly_mld,FL|MONTHLY|MLD|MLD1520
1599214,ULTRA MORTGAGE LLC,monthly_mbr|monthly_mld,FL|MONTHLY|MLD|MLD1509|FL|MONTHLY|MBR|MBR2530
1599216,INTREPID LENDING SOLUTIONS INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2240|FL|NMLS|MBR|MBR2240
1599306,"INTEGRITY FINANCIAL SERVICES, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2656|FL|NMLS|MBR|MBR2656
1599456,MORTGAGE BANKERS OF AMERICA,monthly_mbr|monthly_mld,FL|MONTHLY|MLD|MLD1488|FL|MONTHLY|MBR|MBR2245
1599475,AVANTHA SOLUTIONS INC,monthly_mbr,FL|MONTHLY|MBR|MBR2218
1599680,RJ LENDING GROUP INC,monthly_mbr|monthly_mld,FL|MONTHLY|MLD|MLD1470|FL|MONTHLY|MBR|MBR2391
1599682,LIBERTY MORTGAGE LENDING GROUP INCORPORATED,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2220|FL|NMLS|MBR|MBR2220
1600345,VALOR LENDING GROUP,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR6755|FL|NMLS|MBR|MBR6755
1600356,INFINITY MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2243|FL|NMLS|MBR|MBR2243
1600595,"4 ACRE FUNDING, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2227|FL|NMLS|MBR|MBR2227
1600966,CONCIERGE MORTGAGE SERVICES LLC,monthly_mbr,FL|MONTHLY|MBR|MBR2261
160115,PREFERRED MORTGAGE CORPORATION,monthly_mld,FL|MONTHLY|MLD|MLD1601
1601872,JOSEPH T. WHELIHAN,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2226|FL|MONTHLY|MBR|MBR7273|FL|NMLS|MBR|MBR7273
1601989,719 LENDING INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5075|FL|NMLS|MBR|MBR5075
1603131,KEY CITY LENDING INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2234|FL|NMLS|MBR|MBR2234
160318,GOOD FRIEND MORTGAGE INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR1545|FL|NMLS|MBR|MBR1545
160328,"AMERICA'S HOME LENDER, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2380|FL|NMLS|MBR|MBR2380
1603378,"APPROVED MORTGAGE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR5051
1603446,KELLEY FINANCIAL SOLUTIONS LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2266|FL|NMLS|MBR|MBR2266
1603536,KIS LENDING INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2228|FL|MONTHLY|MBR|MBR2878|FL|MONTHLY|MBR|MBR8524|FL|NMLS|MBR|MBR8524
1603793,LEXICON LENDING COMPANY,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2278|FL|NMLS|MBR|MBR2278
1603937,LENDING ARENA LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2970|FL|NMLS|MBR|MBR2970
1604483,TITAN MUTUAL LENDING INC.,monthly_mld,FL|MONTHLY|MLD|MLD1543
16046,NORTHLAND FUNDING CORP.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR102|FL|NMLS|MBR|MBR102
1604663,STANDARD MORTGAGE CAPITAL LLC,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1467|FL|MONTHLY|MLD|MLD1468|FL|NMLS|MLD|MLD1468|FL|NMLS|MLS|MLD1467
1604882,Diplomat Mortgage,nmls_prr,
1605474,GOLD COAST CAPITAL INVESTMENT,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5628|FL|NMLS|MBR|MBR5628
1605920,FIRST INTEGRA FUNDING CORP,monthly_mbr,FL|MONTHLY|MBR|MBR2802
1605956,"NEXSPRING FINANCIAL, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR2427
1605976,HIGHER GROUND MORTGAGE CO.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2299|FL|NMLS|MBR|MBR2299
1606083,PENSACOLA HABITAT FOR HUMANITY,monthly_mld,FL|MONTHLY|MLD|MLD1482
1606126,GRAND LENDING GROUP LLC,monthly_mbr,FL|MONTHLY|MBR|MBR3098
1606597,"MY MOVE MORTGAGE, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2306|FL|NMLS|MLD|MLD2306
1606628,CONDO MORTGAGE LLC,monthly_mld,FL|MONTHLY|MLD|MLD1479
1606823,"SENIOR REVERSE MORTGAGE GROUP, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR3796|FL|NMLS|MBR|MBR3796
1607,"LENDERLIVE NETWORK, LLC",monthly_mld,FL|MONTHLY|MLD|MLD283
1607115,NEW FLORIDA MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2251|FL|NMLS|MBR|MBR2251
160719,"MCGLONE MORTGAGE COMPANY, INC.",monthly_mbr|monthly_mld,FL|MONTHLY|MLD|MLD724|FL|MONTHLY|MBR|MBR699
1607585,BRIGHTSIDE HOME LOANS INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5806|FL|NMLS|MBR|MBR5806
1607706,"SYNDICATE MORTGAGES, LLC",monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2265|FL|MONTHLY|MBR|MBR2747|FL|NMLS|MLD|MLD2265
160816,"MONARCH CONSULTING, LLC",monthly_mbr|monthly_mld,FL|MONTHLY|MLD|MLD91|FL|MONTHLY|MBR|MBR1538
1608569,SEDEMIL MORTGAGE SERVICES LLC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2242|FL|NMLS|MBR|MBR2242
1608823,NONPROFIT MORTGAGE,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5043|FL|NMLS|MBR|MBR5043
1609,GUARDHILL FINANCIAL LLC,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD462|FL|NMLS|MLD|MLD462
1609805,MY MAINE HIVE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2458|FL|NMLS|MBR|MBR2458
161030,MAPLE MORTGAGE CORPORATION,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR3206|FL|NMLS|MBR|MBR3206
1610752,"POINT DIGITAL FINANCE, INC.",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD2290|FL|NMLS|MLS|MLD2290
1610859,"TEAMMATE LENDING GROUP, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR2279
1611,HES MORTGAGE LLC,monthly_mbr,FL|MONTHLY|MBR|MBR1451
1611117,RATE HOUSE MORTGAGE COMPANY,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR3681|FL|NMLS|MBR|MBR3681
1611328,SUREFIRE MORTGAGE GROUP LLC,monthly_mbr,FL|MONTHLY|MBR|MBR3355
1611554,"VRB MORTGAGE, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR2329
1611698,ACCURATE FINANCIAL MORTGAGE GROUP INC.,monthly_mbr,FL|MONTHLY|MBR|MBR2253
161174,"RE FINANCIAL SERVICES, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR524|FL|NMLS|MBR|MBR524
1611897,US LENDING ADVISORS INC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2273|FL|NMLS|MBR|MBR2273
1612358,REALMORTGAGE INC,monthly_mbr,FL|MONTHLY|MBR|MBR4988
1612429,"REMAX CENTRE, L.L.C.",monthly_mbr,FL|MONTHLY|MBR|MBR3892
1612458,"VINTAGE HOMELOAN, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR3172
1612582,"LAKEVIEW COMMUNITY CAPITAL, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1544|FL|NMLS|MLD|MLD1544
1612760,PINE CAPITAL MORTGAGE LLC,monthly_mbr,FL|MONTHLY|MBR|MBR2250
16128,"GREENTREE MORTGAGE COMPANY, LIMITED PARTNERSHIP",monthly_mld,FL|MONTHLY|MLD|MLD1375
1612903,OPAL FINANCIAL INC.,monthly_mbr,FL|MONTHLY|MBR|MBR2304
1613178,MOAPA VALLEY MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR3584|FL|MONTHLY|MBR|MBR7933|FL|NMLS|MBR|MBR7933
161341,"GEORGIA MORTGAGE SERVICES, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR3212|FL|NMLS|MBR|MBR3212
1613533,"DREAM MORTGAGE, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2258|FL|NMLS|MBR|MBR2258
1613902,"1ST LOOK MORTGAGE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR2763
1614001,"EXECUTIVE MORTGAGE BROKERS, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR3071|FL|NMLS|MBR|MBR3071
161433,"INTEGRITY HOME LOAN OF CENTRAL FLORIDA, INC.",monthly_mld,FL|MONTHLY|MLD|MLD120|FL|MONTHLY|MLD|MLD306
1614463,ENCOMPASS MORTGAGE SERVICES INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2272|FL|NMLS|MBR|MBR2272
1614543,"GLOBAL BRANCH SOLUTIONS, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR2462|FL|MONTHLY|MBR|MBR3085|FL|MONTHLY|MBR|MBR4187
1614783,WALLACE CAPITAL GROUP,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2256|FL|NMLS|MBR|MBR2256
1614801,WORKING CAPITAL AJ LLC,monthly_mbr,FL|MONTHLY|MBR|MBR2255
1614819,ADVANTAGE HOME MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR5569|FL|NMLS|MBR|MBR5569
1615,"GUARANTEED HOME MORTGAGE COMPANY, INC.",monthly_mld,FL|MONTHLY|MLD|MLD455
161515,AMERICAN MORTGAGE ADVISORS CORPORATION,monthly_mbr,FL|MONTHLY|MBR|MBR1205
1615210,"PABLO FINANCIAL PARTNERS, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR2362|FL|MONTHLY|MBR|MBR2760|FL|MONTHLY|MBR|MBR4006
1615637,"APPROVAL FIRST MORTGAGE, LLC",monthly_mbr,FL|MONTHLY|MBR|MBR2269
1616089,GET YOUR MORTGAGE ONLINE CORP,monthly_mbr,FL|MONTHLY|MBR|MBR2257
1616160,"AMC MORTGAGE INVESTMENTS, LLC",monthly_mld,FL|MONTHLY|MLD|MLD1478
1616439,A & B MORTGAGE LLC,monthly_mbr,FL|MONTHLY|MBR|MBR2281
1616534,"SHELTER HOME MORTGAGE, LLC",monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1647|FL|NMLS|MLD|MLD1647
1617,SLADE MORTGAGE GROUP INC.,monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD581|FL|NMLS|MLD|MLD581
1617048,"INFINITY MORTGAGE PARTNERS, LLC.",monthly_mld,FL|MONTHLY|MLD|MLD1501
1617539,"NERDWALLET COMPARE, INC.",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2372|FL|NMLS|MBR|MBR2372
1617648,PYL FUNDING I LLC,monthly_mld,FL|MONTHLY|MLD|MLD1559|FL|MONTHLY|MLD|MLD1560
1617704,MBN MORTGAGE INC.,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2282|FL|NMLS|MBR|MBR2282
1617775,"HOUZZLE FINANCIAL, INC",monthly_mld,FL|MONTHLY|MLD|MLD1538
1617789,APEX LENDING INC.,monthly_mld,FL|MONTHLY|MLD|MLD1490
1618618,OAKSTREET MORTGAGE LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR4918|FL|NMLS|MBR|MBR4918
1618673,"CALHOUN MORTGAGE, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR4067
1618970,"MORTGAGE SPECIALISTS OF FLORIDA, INC",monthly_mbr|monthly_mld|nmls_prr,FL|MONTHLY|MLD|MLD1485|FL|MONTHLY|MBR|MBR2328|FL|NMLS|MBR|MBR2328
1619061,"TWIN PEAKS MORTGAGE, INC.",monthly_mbr,FL|MONTHLY|MBR|MBR5017
1619403,QUINTESS FUNDING LLC,monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2368|FL|NMLS|MBR|MBR2368
161951,"EXPRESS LOAN PROCESS, INC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2531|FL|NMLS|MBR|MBR2531
1619637,"LEXICON MORTGAGE, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2283|FL|NMLS|MBR|MBR2283
1619739,"CITRUS MORTGAGE ASSOCIATES, LLC",monthly_mbr|nmls_prr,FL|MONTHLY|MBR|MBR2286|FL|NMLS|MBR|MBR2286
