year,state,lei,institution_name,total_applications,total_originations,top_counties_served,orig_conventional,orig_fha,orig_va,orig_usda_other,orig_other_loan_type,orig_conventional_pct,orig_fha_pct,orig_va_pct,priority_market
2025,MT,549300FVJ3IB88LTR841,,2911,2183,30111:439; 30013:381; 30031:260; 30063:171; 30049:154,1870,165,131,17,0,85.66,7.56,6.0,national
2025,MT,549300ESRQ6OLBB56N04,,3019,1904,30029:314; 30111:257; 30031:220; 30063:213; 30049:196,1765,95,39,5,0,92.7,4.99,2.05,national
2025,MT,549300FGXN1K3HLB1R50,,2027,1465,30111:222; 30029:151; 30031:137; 30013:113; 30063:107,1133,183,149,0,0,77.34,12.49,10.17,national
2025,MT,549300HW662MN1WU8550,,1857,1414,30029:385; 30111:201; 30031:116; 30063:96; 30013:90,829,200,383,2,0,58.63,14.14,27.09,national
2025,MT,5493007ZF78YQRSXQG49,,1608,1139,30013:210; 30111:170; 30063:153; 30049:122; 30031:76,978,112,43,6,0,85.86,9.83,3.78,national
2025,MT,54930060G4MDPWHISD89,,1158,816,30111:336; 30049:205; 30013:63; 30031:56; 30043:24,548,165,97,6,0,67.16,20.22,11.89,national
2025,MT,549300VZVN841I2ILS84,,920,640,30029:171; 30063:115; 30031:73; 30111:67; 30053:47,457,102,75,6,0,71.41,15.94,11.72,national
2025,MT,549300RFSMIRUODUVW59,,987,610,30063:122; 30029:79; 30111:78; 30031:58; 30049:48,601,9,0,0,0,98.52,1.48,0.0,national
2025,MT,549300AQ3T62GXDU7D76,,740,547,30093:173; 30111:138; 30031:53; 30023:24; 30081:18,366,138,34,9,0,66.91,25.23,6.22,national
2025,MT,6BYL5QZYBDK8S7L73M02,,1023,538,30031:105; 30111:100; 30049:63; 30013:46; 30029:46,525,4,8,1,0,97.58,0.74,1.49,national
2025,MT,549300U3721PJGQZYY68,,758,462,30031:210; 30111:82; 30049:43; 30063:25; 30067:12,342,66,50,4,0,74.03,14.29,10.82,national
2025,MT,549300DD5QQUHO6PCH70,,940,439,30111:71; 30013:69; 30049:43; 30029:24; 30053:20,14,9,416,0,0,3.19,2.05,94.76,national
2025,MT,RVDPPPGHCGZ40J4VQ731,,667,364,30029:57; 30111:51; 30031:50; 30049:37; 30063:25,259,59,46,0,0,71.15,16.21,12.64,national
2025,MT,54930043A47GB1KNJQ31,,474,356,30111:253; 30095:33; 30009:23; 30041:23; 30031:6,356,0,0,0,0,100.0,0.0,0.0,national
2025,MT,549300LYRWPSYPK6S325,,724,331,30013:76; 30111:57; 30049:38; 30063:29; 30029:24,27,90,214,0,0,8.16,27.19,64.65,national
2025,MT,549300MZ8VZJOVC63092,,450,319,30029:81; 30063:73; 30111:37; 30031:28; 30081:20,227,49,41,2,0,71.16,15.36,12.85,national
2025,MT,549300E57105E8PDY082,,346,264,30111:196; 30031:16; 30095:14; 30065:10; 30009:9,263,1,0,0,0,99.62,0.38,0.0,national
2025,MT,549300RN01LBYR8ZVX74,,300,221,30111:142; 30029:33; 30027:9; 30013:7; 30095:4,110,81,30,0,0,49.77,36.65,13.57,national
2025,MT,549300CY7WNAHKHYSJ73,,264,218,30031:148; 30111:19; 30007:10; 30057:8; 30067:8,176,26,15,1,0,80.73,11.93,6.88,national
2025,MT,549300LBCBNR1OT00651,,323,217,30031:28; 30111:27; 30063:26; 30029:24; 30049:18,184,17,16,0,0,84.79,7.83,7.37,national
2025,MT,549300AG64NHILB7ZP05,,406,215,30111:32; 30013:22; 30029:21; 30063:19; 30031:15,168,30,17,0,0,78.14,13.95,7.91,national
2025,MT,549300MGPZBLQDIL7538,,300,207,30013:122; 30111:19; 30063:11; 30031:5; 30073:5,102,54,49,2,0,49.28,26.09,23.67,national
2025,MT,549300FNXYY540N23N64,,481,197,30111:34; 30029:30; 30031:26; 30049:21; 30063:14,122,18,57,0,0,61.93,9.14,28.93,national
2025,MT,5493002BECVKN2TJ6H05,,253,196,30029:63; 30063:50; 30081:41; 30061:17; 30047:10,196,0,0,0,0,100.0,0.0,0.0,national
2025,MT,549300L4GPVDZEPUZC05,,258,190,30111:140; 30095:20; 30031:20; 30009:10,172,13,4,1,0,90.53,6.84,2.11,national
2025,MT,549300RPOGWJRH63HS39,,245,183,30049:52; 30013:35; 30031:26; 30111:20; 30023:8,117,32,33,1,0,63.93,17.49,18.03,national
2025,MT,2549004FXPNKCLIN8250,,273,180,30013:48; 30049:30; 30063:26; 30029:18; 30067:17,116,42,22,0,0,64.44,23.33,12.22,national
2025,MT,549300BLL6VL7AXWYP56,,268,178,30063:101; 30081:22; 30061:9; 30111:5; 30093:5,143,19,15,1,0,80.34,10.67,8.43,national
2025,MT,5493003GQDUH26DNNH17,,384,176,30111:30; 30029:28; 30063:19; 30013:19; 30049:16,113,0,63,0,0,64.2,0.0,35.8,national
2025,MT,549300NFPC3Y4W3Y7R87,,220,168,30029:52; 30111:44; 30031:22; 30049:8; 30043:6,109,42,16,1,0,64.88,25.0,9.52,national
2025,MT,549300121SF0K2LN2804,,211,166,30063:100; 30081:13; 30031:11; 30049:5; 30047:4,148,10,7,1,0,89.16,6.02,4.22,national
2025,MT,549300E2UX99HKDBR481,,495,166,30111:59; 30049:22; 30013:10; 30093:7; 30081:6,93,51,19,3,0,56.02,30.72,11.45,national
2025,MT,7H6GLXDRUGQFU57RNE97,,252,163,30031:40; 30029:30; 30057:15; 30111:15; 30081:9,158,2,3,0,0,96.93,1.23,1.84,national
2025,MT,KB1H1DSPRFMYMCUFXT09,,281,151,30029:26; 30031:24; 30111:17; 30013:12; 30093:9,146,3,2,0,0,96.69,1.99,1.32,national
2025,MT,549300715JT4HMT74E48,,271,147,30013:54; 30063:32; 30093:24; 30081:12; 30031:8,146,1,0,0,0,99.32,0.68,0.0,national
2025,MT,549300W2W119ZBFOWS21,,251,138,30063:108; 30049:7; 30061:6; 30013:5; 30031:5,138,0,0,0,0,100.0,0.0,0.0,national
2025,MT,254900UL88QFG0E40516,,281,131,30029:24; 30111:22; 30031:16; 30063:11; 30049:10,131,0,0,0,0,100.0,0.0,0.0,national
2025,MT,549300OPCWU6E72WUT29,,220,126,30029:15; 30049:15; 30031:14; 30111:12; 30063:12,64,44,18,0,0,50.79,34.92,14.29,national
2025,MT,549300YIQ7S7Z8PIHE53,,456,126,30111:30; 30029:15; 30081:13; 30063:8; 30049:8,100,18,8,0,0,79.37,14.29,6.35,national
2025,MT,B4TYDEB6GKMZO031MB27,,306,115,30031:28; 30063:18; 30029:18; 30111:13; 30081:6,115,0,0,0,0,100.0,0.0,0.0,national
2025,MT,5493006S869XKIESMV41,,275,113,30111:34; 30063:18; 30081:9; 30049:9; 30031:5,111,2,0,0,0,98.23,1.77,0.0,national
2025,MT,549300WP41C3FFSKY830,,142,109,30013:87; 30015:6; 30099:5; 30049:4; 30063:2,109,0,0,0,0,100.0,0.0,0.0,national
2025,MT,C398JSK21YCXWM603F55,,188,109,30029:77; 30047:5; 30031:4; 30053:4; 30111:4,74,13,22,0,0,67.89,11.93,20.18,national
2025,MT,549300PIL8LFAQ04XC20,,301,108,30111:20; 30029:17; 30013:11; 30031:9; 30049:8,108,0,0,0,0,100.0,0.0,0.0,national
2025,MT,254900DTLHVWQ7NP7R34,,137,100,30031:34; 30063:12; 30029:12; 30049:8; 30111:7,88,6,6,0,0,88.0,6.0,6.0,national
2025,MT,549300NOCASXPA34X033,,272,100,30111:23; 30029:13; 30013:11; 30031:11; 30049:5,47,25,28,0,0,47.0,25.0,28.0,national
2025,MT,549300CB67L6KPJLHE19,,241,97,30063:25; 30049:21; 30111:15; 30029:13; 30031:8,97,0,0,0,0,100.0,0.0,0.0,national
2025,MT,549300GKFNPRWNS0GF29,,167,97,30111:22; 30031:14; 30063:12; 30029:11; 30049:9,74,10,10,3,0,76.29,10.31,10.31,national
2025,MT,549300VQUTI5IU7GXT57,,121,96,30063:31; 30111:22; 30049:8; 30081:7; 30061:4,61,23,12,0,0,63.54,23.96,12.5,national
2025,MT,2549000VZA9BKX17VB15,,118,93,30041:25; 30013:11; 30049:10; 30105:9; 30071:7,93,0,0,0,0,100.0,0.0,0.0,national
2025,MT,549300OYEKEORA1GI088,,107,93,30031:63; 30067:13; 30057:4; 30007:3; 30093:2,88,1,4,0,0,94.62,1.08,4.3,national
2025,MT,549300S46DHLT3EQ9F05,,109,93,30013:44; 30063:20; 30049:9; 30093:7; 30039:6,93,0,0,0,0,100.0,0.0,0.0,national
2025,MT,549300KJ8PAJ7E52HG32,,142,92,30029:45; 30111:9; 30063:8; 30047:5; 30031:5,78,7,7,0,0,84.78,7.61,7.61,national
2025,MT,5493005PKOSG7MYX0B34,,139,91,30063:22; 30081:22; 30031:12; 30049:10; 30093:10,66,10,14,1,0,72.53,10.99,15.38,national
2025,MT,549300J6N77Q8OHYNF23,,123,90,30029:61; 30047:7; 30063:6; 30081:6; 30093:3,66,14,9,1,0,73.33,15.56,10.0,national
2025,MT,549300UONVHJ0G6DSL23,,109,89,30111:29; 30013:28; 30021:7; 30009:4; 30055:4,82,6,1,0,0,92.13,6.74,1.12,national
2025,MT,C5654JQHZUHN0772B561,,193,89,30111:12; 30013:11; 30029:11; 30031:9; 30049:8,30,0,59,0,0,33.71,0.0,66.29,national
2025,MT,549300XQVJ1XBNFA5536,,439,83,30111:31; 30049:10; 30063:8; 30029:6; 30013:5,83,0,0,0,0,100.0,0.0,0.0,national
2025,MT,254900UFC85SQD8XYU52,,90,79,30111:68; 30009:5; 30095:3; 30059:1; 30057:1,67,7,5,0,0,84.81,8.86,6.33,national
2025,MT,549300194HWC07WB7985,,93,74,30049:44; 30111:12; 30031:6; 30007:5; 30043:5,68,4,2,0,0,91.89,5.41,2.7,national
