lei,institution_name,nmls_id,our_lender_slug,match_status,total_applications,total_originations,fl_originations,states_with_originations,priority_match
FU7RSW4CQQY98A2O7J66,,,,unmatched,2615,1192,16,TX:1139;FL:16;CA:12;NC:10;GA:4;SC:3;TN:2;MA:2,high
549300MKOZ81ZWTNKB12,,,,unmatched,1561,1043,16,NC:419;SC:220;GA:197;DC:110;PA:77;FL:16;NJ:2;TX:2,high
337KMNHEWWWR6B7Q7W10,,,,unmatched,1283,1018,16,CA:535;TX:385;NY:24;FL:16;TN:14;NC:12;GA:11;PA:8,high
549300A0SVCQJPHVGV20,,,,unmatched,1020,713,16,TX:361;TN:309;FL:16;NJ:13;GA:7;PA:4;NC:3,high
549300E8HNQO52YYHI82,,,,unmatched,3735,2869,15,NC:2599;SC:229;GA:19;FL:15;TN:7,high
549300PRAPL43XPYR044,,,,unmatched,1659,1057,15,CA:758;TX:212;GA:59;FL:15;NC:6;SC:3;NJ:3;DC:1,high
549300TCY9QY8BRDQJ12,,,,unmatched,1124,753,15,NY:546;NJ:85;TN:53;GA:16;FL:15;PA:14;NC:11;TX:6,high
2549008TT6UNYR7AXF54,,,,unmatched,1073,677,15,TX:487;CA:113;NC:33;FL:15;NJ:8;GA:8;TN:8;PA:3,high
549300FOXIQQV5UZD367,,,,unmatched,807,622,15,NC:467;SC:130;FL:15;DC:3;TN:3;GA:2;PA:1;NJ:1,high
254900RFZH9I62FGU045,,,,unmatched,511,393,14,TX:362;FL:14;GA:7;NC:4;PA:3;TN:2;SC:1,high
549300JGK6WNKYXQ0821,,,,unmatched,1327,375,14,GA:324;NC:18;FL:14;SC:6;TN:6;PA:4;NY:2;TX:1,high
549300DDLYW49R2HCV81,,,,unmatched,5329,3345,13,TN:2854;TX:392;NC:37;GA:21;SC:17;FL:13;CA:5;PA:3,high
254900RQX8N4HXJIDK44,,,,unmatched,2299,1762,13,CA:1607;NC:37;TN:29;GA:23;PA:19;SC:18;TX:16;FL:13,high
549300TQWW6MLVH6KY61,,,,unmatched,2680,1678,13,NC:1562;GA:46;SC:33;FL:13;PA:11;NJ:10;CA:2;DC:1,high
549300LBK5BTNFKZJD14,,,,unmatched,2275,1622,13,PA:1531;NJ:66;FL:13;SC:6;NC:3;NY:2;GA:1,high
549300DG3IV05V4C4E03,,,,unmatched,1426,1099,13,TX:730;TN:265;GA:86;FL:13;NC:3;SC:2,high
549300DW87L2IZ7ZHF47,,,,unmatched,745,438,13,NJ:283;NY:78;PA:37;TX:17;FL:13;NC:5;GA:2;SC:2,high
VN1JLT1F3FLLVN3FZG89,,,,unmatched,5429,3244,12,PA:3223;FL:12;NC:3;GA:2;TX:1;TN:1;NJ:1;SC:1,high
549300DMHEHNYZ2OLB41,,,,unmatched,4106,2647,12,TX:2615;FL:12;CA:6;TN:2;SC:2;GA:2;MA:2;PA:2,high
5493007XAKU2Q6LGXD23,,,,unmatched,2149,1495,12,TX:1306;NC:135;TN:19;FL:12;SC:9;GA:7;MA:4;PA:3,high
5493004OB0KD7VERQW98,,,,unmatched,1872,1394,12,TX:1107;TN:219;GA:54;FL:12;NC:1;SC:1,high
549300ZPJVCRRFETOG85,,,,unmatched,975,538,12,TX:525;FL:12;GA:1,high
549300CEHN5CVC6INV48,,,,unmatched,599,375,12,SC:235;NC:119;FL:12;TN:3;GA:3;TX:1;NY:1;PA:1,high
549300NZ2IPWRMLAYZ30,,,,unmatched,459,319,12,NY:256;MA:35;FL:12;NJ:6;SC:4;NC:3;PA:2;GA:1,high
254900ZELVKWROFNEC29,,,,unmatched,599,384,11,PA:297;NJ:53;GA:11;FL:11;NC:6;MA:2;CA:2;TN:1,high
549300VXXDSMSH313G18,,,,unmatched,9012,3877,10,NC:3466;SC:377;GA:16;FL:10;TN:8,high
549300BWFA5UY7H4WJ62,,,,unmatched,318,238,10,NC:198;SC:19;FL:10;GA:4;PA:3;TN:2;DC:2,high
549300RC1JITZLHVLH66,,,,unmatched,366,229,10,CA:214;FL:10;GA:2;TX:2;TN:1,high
5493000OM9RKJW8W5K82,,,,unmatched,3811,2739,9,CA:2287;GA:196;TN:176;SC:33;TX:18;NC:16;FL:9;PA:3,high
549300E1PJPTI4YS7H26,,,,unmatched,2918,1818,9,TN:1801;FL:9;GA:8,high
549300BTTR873E71L054,,,,unmatched,1877,1442,9,NC:752;SC:311;PA:187;TX:172;FL:9;GA:7;TN:3;NJ:1,high
549300XRXBA38J60S618,,,,unmatched,758,595,9,CA:561;TN:10;FL:9;TX:8;NC:3;GA:3;SC:1,high
549300RTWPH3HXUWR160,,,,unmatched,348,252,9,TN:238;FL:9;GA:3;NC:1;TX:1,high
549300ANE43ZL0O8VZ13,,,,unmatched,243,238,9,GA:229;FL:9,high
549300SLZFPDLWNB0O94,,,,unmatched,1327,1074,8,SC:909;GA:96;NC:56;FL:8;TN:3;TX:1;CA:1,high
5493001CM06UK2XY3I18,,,,unmatched,1724,1023,8,PA:949;NJ:63;FL:8;SC:1;NY:1;GA:1,high
5493009Y8ROUG903AQ21,,,,unmatched,1198,906,8,CA:849;TX:9;NY:8;FL:8;PA:7;GA:6;MA:5;NC:5,high
549300IJ8KTGYPKLXK63,,,,unmatched,1093,883,8,TN:828;GA:47;FL:8,high
R7JQ9JTCFHXBQU4XIT26,,,,unmatched,1144,719,8,PA:628;NJ:78;FL:8;GA:2;NC:1;TX:1;TN:1,high
5493003B2LEGQHDWRN55,,,,unmatched,1178,696,8,MA:652;NJ:9;CA:9;FL:8;NC:8;SC:5;GA:3;PA:1,high
549300DT7WZ1SOTNFJ62,,,,unmatched,750,414,8,CA:379;TX:14;FL:8;TN:3;NC:3;GA:3;PA:2;SC:1,high
D8RBTOL3JO2Q6IEO0F34,,,,unmatched,434,286,8,TX:270;FL:8;TN:6;NC:1;GA:1,high
54930002O9LLXKR6TF11,,,,unmatched,1398,849,7,CA:774;TX:21;GA:20;TN:12;FL:7;PA:5;NC:5;SC:3,high
549300F570XAWYN8Z237,,,,unmatched,1060,748,7,NY:494;CA:111;NJ:71;GA:16;PA:14;TX:13;NC:9;FL:7,high
549300FKW6LAHX0L9161,,,,unmatched,372,361,7,GA:354;FL:7,high
549300ELFWNRX6MLE444,,,,unmatched,346,301,7,GA:294;FL:7,high
549300YM15OICCNPH537,,,,unmatched,349,248,7,NJ:171;NY:45;PA:12;FL:7;NC:4;GA:4;SC:3;TN:2,high
LVR1UQE8OOCO93IHEB52,,,,unmatched,4866,3442,6,PA:2412;NY:1021;FL:6;TN:2;GA:1,high
MCXHCL35UUWDZK7NCQ61,,,,unmatched,3855,2469,6,PA:2442;NJ:15;FL:6;SC:2;GA:2;MA:1;TN:1,high
549300ZGTXNHL5BKQZ27,,,,unmatched,2463,1765,6,TX:1708;TN:32;CA:8;FL:6;GA:4;NC:4;SC:3,high
549300PP6R8WIOP60124,,,,unmatched,1597,1330,6,SC:1030;NC:154;GA:138;FL:6;TX:2,high
5493006KQF5UKZ3Y9N07,,,,unmatched,1432,1107,6,TX:1094;FL:6;GA:3;TN:2;SC:1;NJ:1,high
254900U2ZPLWQTSD3158,,,,unmatched,392,297,6,TN:285;FL:6;NC:3;GA:3,high
5493009RSCJ6Y7LUWJ31,,,,unmatched,242,242,6,PA:192;CA:11;NJ:9;TX:8;NC:7;FL:6;GA:4;TN:3,high
549300SWKVL60SKWK981,,,,unmatched,10931,6402,5,PA:6367;NJ:18;SC:5;NC:5;FL:5;GA:1;NY:1,high
5493007669OVCSCATP45,,,,unmatched,2456,1367,5,TN:1012;GA:346;FL:5;SC:2;NC:1;TX:1,high
5493001UYBOONMFYPR30,,,,unmatched,1442,1188,5,TN:1171;TX:6;FL:5;NC:4;SC:1;GA:1,high
894500CFQPXSLHK0OK52,,,,unmatched,840,669,5,SC:606;NC:49;FL:5;GA:5;TN:2;TX:2,high
549300R0L43GUZ8EW811,,,,unmatched,471,377,5,TN:364;FL:5;GA:5;NC:2;PA:1,high
5493005WWQ2221ORBN75,,,,unmatched,510,321,5,GA:309;FL:5;TN:4;SC:3,high
549300SQRR7T3EUSDD87,,,,unmatched,406,221,5,TX:171;GA:28;TN:7;FL:5;SC:3;NC:3;CA:3;PA:1,high
549300D003QRZFSQ4N43,,,,unmatched,4607,2227,4,TX:2220;FL:4;GA:2;TN:1,high
5493004F7BXDIUFVPV87,,,,unmatched,2530,1576,4,CA:1531;TX:20;NC:11;FL:4;NJ:2;GA:2;PA:2;TN:2,high
549300STHIK6SGJQIY70,,,,unmatched,1475,951,4,GA:943;FL:4;SC:2;TX:2,high
549300WC12JROIUVWY16,,,,unmatched,1658,942,4,SC:913;NC:18;GA:6;FL:4;TN:1,high
5493006P5IHSK77SZ855,,,,unmatched,1407,924,4,TX:668;TN:193;SC:31;GA:21;PA:6;FL:4;NC:1,high
549300S61HFNW2YFEK61,,,,unmatched,1062,691,4,GA:686;FL:4;SC:1,high
549300III1DMY3SLAW56,,,,unmatched,863,635,4,SC:444;TN:173;NC:8;GA:5;FL:4;TX:1,high
5493000CHQ0HEHGLJ573,,,,unmatched,950,570,4,GA:544;SC:17;FL:4;NC:3;TN:2,high
549300KRHOMDHAKS8L29,,,,unmatched,1081,469,4,NC:292;SC:153;NJ:12;GA:6;FL:4;PA:2,high
5493004VB8XJ1L0EOO76,,,,unmatched,252,211,4,TN:203;FL:4;SC:2;DC:1;GA:1,high
5493001AGQGPJ3N3YL33,,,,unmatched,3787,2315,3,SC:1849;NC:460;FL:3;GA:1;TN:1;DC:1,high
549300TE5E6DWAI74K71,,,,unmatched,3211,1644,3,GA:1636;FL:3;TN:3;SC:2,high
254900FJRICL380R4T46,,,,unmatched,2260,1512,3,TN:1505;FL:3;TX:2;GA:1;SC:1,high
549300DPRWSBUY619V27,,,,unmatched,2057,1342,3,TN:773;TX:559;GA:4;FL:3;NC:1;SC:1;PA:1,high
254900LKAJBFGO0IIP75,,,,unmatched,1633,1326,3,TX:1171;NC:99;MA:45;GA:8;FL:3,high
2549006MTEQ1VE0AAQ20,,,,unmatched,1221,845,3,GA:763;SC:74;NC:4;FL:3;NJ:1,high
254900C2QXQ435D8TY78,,,,unmatched,525,416,3,GA:344;SC:68;FL:3;TX:1,high
549300DT7CCDCC7O6Z60,,,,unmatched,493,341,3,CA:314;TX:10;TN:5;SC:5;FL:3;NJ:1;MA:1;GA:1,high
549300W20M87S246SZ26,,,,unmatched,335,262,3,PA:234;NJ:15;NC:4;SC:3;FL:3;TX:1;GA:1;TN:1,high
549300V6LKROCIL7OI49,,,,unmatched,293,255,3,TN:168;NC:77;SC:5;FL:3;TX:1;GA:1,high
549300KPHGEE40YQXO21,,,,unmatched,459,244,3,CA:148;TX:52;NJ:11;TN:10;NY:7;GA:5;FL:3;PA:3,high
549300E0S1LZYZ9QNX81,,,,unmatched,412,242,3,TN:218;GA:19;FL:3;NJ:1;NC:1,high
549300EA0U825E61X330,,,,unmatched,235,200,3,GA:195;FL:3;NC:1;SC:1,high
254900PVWALA7JTBXA31,,,,unmatched,1947,1346,2,TN:1338;GA:4;FL:2;SC:2,high
549300Y817BTHHMVNH95,,,,unmatched,1409,1112,2,TX:1108;FL:2;GA:1;TN:1,high
549300GZN0GWYE1KDB94,,,,unmatched,861,699,2,PA:617;NJ:68;NY:11;FL:2;GA:1,high
549300RZFHIGIM84KN09,,,,unmatched,919,619,2,TN:606;GA:10;FL:2;SC:1,high
549300TR6MWKSIOP3B72,,,,unmatched,972,605,2,MA:528;NY:73;FL:2;NJ:1;GA:1,high
54930095LY1EDFTWAG29,,,,unmatched,804,593,2,TN:418;GA:172;FL:2;NC:1,high
5493003B20KZ3DEZGB43,,,,unmatched,877,574,2,NY:297;CA:239;NJ:34;FL:2;NC:1;GA:1,high
549300RUFHC5ZQDL8J10,,,,unmatched,738,556,2,TN:551;GA:3;FL:2,high
549300RP3DLR09NF6157,,,,unmatched,676,517,2,TN:501;SC:5;GA:5;FL:2;TX:2;NC:1;PA:1,high
549300Z7EP1HO5CH1C36,,,,unmatched,548,456,2,SC:431;NC:17;GA:4;FL:2;TN:1;TX:1,high
549300FZ8E0GLIFFYB55,,,,unmatched,439,364,2,TN:361;FL:2;GA:1,high
2549007JQKHU8KQ0FC19,,,,unmatched,428,348,2,TN:311;TX:30;GA:5;FL:2,high
549300HVFLWKU7133506,,,,unmatched,635,329,2,CA:301;TX:19;GA:3;PA:2;FL:2;NC:1;TN:1,high
254900FMBXF85WQYV433,,,,unmatched,349,263,2,NY:223;NJ:12;CA:11;DC:5;MA:4;PA:2;NC:2;FL:2,high
549300SI3EZ7U02L5E39,,,,unmatched,313,211,2,NJ:135;NC:58;PA:6;GA:3;CA:2;TN:2;SC:2;FL:2,high
549300GMXZWXNOS1US34,,,,unmatched,333,206,2,NJ:195;PA:4;FL:2;GA:2;NY:2;SC:1,high
8WH0EE09O9V05QJZ3V89,,,,unmatched,6462,3181,1,CA:1647;TX:1522;NY:7;PA:2;FL:1;GA:1;SC:1,high
549300C232ZWY1I57C16,,,,unmatched,4014,2086,1,CA:2079;TX:3;GA:1;TN:1;FL:1;NC:1,high
549300AUL77A8UKADB04,,,,unmatched,2404,1562,1,GA:1561;FL:1,high
549300U2B1ZNGX3H8U54,,,,unmatched,1539,1247,1,TX:1242;GA:2;MA:1;FL:1;NC:1,high
549300B0HNWBV7RX2661,,,,unmatched,2146,1194,1,CA:1191;GA:2;FL:1,high
549300K6L4VXCXWN4205,,,,unmatched,2115,1116,1,TN:1114;FL:1;GA:1,high
549300WMQ4WI6QXK7803,,,,unmatched,1796,847,1,NC:752;SC:72;CA:14;GA:4;TN:2;PA:1;FL:1;TX:1,high
549300I3LFY4G7F9CE90,,,,unmatched,895,605,1,SC:580;NC:13;GA:10;NJ:1;FL:1,high
5493001HBUA9JSUEWO16,,,,unmatched,657,526,1,SC:467;GA:40;NC:17;TN:1;FL:1,high
549300M16XETIG2Z5N24,,,,unmatched,529,413,1,TX:409;TN:2;GA:1;FL:1,high
254900GKRYTQSJG61D90,,,,unmatched,456,357,1,TX:355;GA:1;FL:1,high
549300QWWDI5EBFCNL02,,,,unmatched,495,356,1,GA:351;TN:4;FL:1,high
54930004SDYVHYN4M716,,,,unmatched,379,294,1,SC:271;NC:20;TN:1;GA:1;FL:1,high
5493003PL2K1NXVSU388,,,,unmatched,286,286,1,PA:283;FL:1;TX:1;GA:1,high
549300LWR6X0ZAV34H19,,,,unmatched,275,272,1,TN:269;GA:2;FL:1,high
54930024QEEW6YDTWZ98,,,,unmatched,370,248,1,SC:229;NC:15;GA:3;FL:1,high
549300WHACUOETOKO184,,,,unmatched,254,231,1,GA:221;SC:4;NC:4;TN:1;FL:1,high
549300SHE1JTCOWBP090,,,,unmatched,49027,28219,0,NC:27575;SC:493;GA:87;TN:64,high
F28JOQ8OBWCFUYM0UX93,,,,unmatched,6740,4803,0,CA:3261;NY:799;MA:268;GA:247;TX:225;NJ:2;NC:1,high
549300IVURCTJ6QVMD67,,,,unmatched,5154,3761,0,TX:3754;NC:2;SC:2;GA:1;CA:1;TN:1,high
5493006MA7WP1WL8U431,,,,unmatched,2286,1201,0,CA:1195;TX:4;GA:1;TN:1,high
549300YHSRT5YOR5W454,,,,unmatched,1414,1121,0,TX:1119;GA:2,high
549300K80E72C24ZOJ37,,,,unmatched,1216,782,0,SC:479;GA:303,high
549300BTTIQWNC2CFA21,,,,unmatched,1058,743,0,GA:743,high
254900WQCRCK13A7DC81,,,,unmatched,1157,705,0,TN:702;GA:2;NC:1,high
549300DLBRGR2O0VNZ96,,,,unmatched,847,703,0,CA:696;SC:3;MA:1;PA:1;GA:1;TX:1,high
549300XBOKNEE2CQJL92,,,,unmatched,932,688,0,CA:674;TX:8;TN:5;GA:1,high
5493001LHLYJE6PHUL18,,,,unmatched,835,676,0,NC:646;SC:23;TX:4;TN:1;CA:1;GA:1,high
549300SJTLYB6ZWKPR88,,,,unmatched,1783,649,0,NC:642;SC:6;GA:1,high
549300LP3GMTWS4OB353,,,,unmatched,1109,624,0,TX:298;SC:207;GA:101;NC:12;TN:6,high
549300JA1J2RX1MKI366,,,,unmatched,884,610,0,SC:566;GA:44,high
5493007ZNQ6MSZ2J3966,,,,unmatched,942,528,0,PA:521;NJ:6;GA:1,high
254900ERGGNLW2R5J379,,,,unmatched,659,485,0,TX:198;TN:113;NC:93;GA:81,high
549300KM0M1BH7LBWW77,,,,unmatched,536,424,0,TN:421;GA:2;TX:1,high
5493001K7B4W8IPMZ254,,,,unmatched,419,419,0,CA:397;NJ:18;TX:3;GA:1,high
549300XOP6YO0UN0TY92,,,,unmatched,502,403,0,SC:393;GA:5;NC:4;TN:1,high
54930089R5VSN6GVCK47,,,,unmatched,492,386,0,TN:378;GA:8,high
5493001FKX0BM8GN6P73,,,,unmatched,497,356,0,NY:126;NJ:79;CA:74;PA:50;GA:17;TX:10,high
549300F7S6KEMTKK0546,,,,unmatched,486,341,0,TX:340;GA:1,high
25490033STXCA9YDXT42,,,,unmatched,389,329,0,GA:329,high
549300C20KZIWPASBC15,,,,unmatched,412,315,0,TX:201;GA:111;SC:2;TN:1,high
549300CNRVR02KBUDD48,,,,unmatched,376,310,0,TN:308;TX:1;GA:1,high
549300YR7U7TZTQ1GH77,,,,unmatched,342,282,0,TN:277;GA:5,high
254900OPB6J0NM26JY33,,,,unmatched,367,277,0,GA:270;NC:3;TN:3;SC:1,high
549300GR3G0K8VJOH721,,,,unmatched,331,265,0,PA:261;GA:3;SC:1,high
5493005ES4J6H2VR7264,,,,unmatched,351,244,0,SC:183;GA:61,high
54930052808NIU3KIW97,,,,unmatched,322,225,0,GA:224;TN:1,high
549300QBX5R3ZBD8FR12,,,,unmatched,293,224,0,NC:109;SC:79;PA:27;TN:8;GA:1,high
254900VX7NAZSPBPUE16,,,,unmatched,245,223,0,TX:138;CA:76;GA:9,high
549300BYOVJ9X6PKXV28,,,,unmatched,411,212,0,GA:204;SC:8,high
FDXQ75GPEQKRPWABYN63,,,,unmatched,192,153,49,FL:49;CA:36;TX:15;GA:11;MA:10;NY:8;NC:8;SC:5,medium
5493008RSN6F31BTGT93,,,,unmatched,167,114,48,TX:53;FL:48;GA:3;NC:3;SC:3;TN:2;PA:1;MA:1,medium
549300YDBNK66R6ZES34,,,,unmatched,271,140,43,FL:43;TX:23;GA:18;CA:17;NY:12;NJ:11;NC:7;SC:3,medium
549300ID4RCRD8BXYH30,,,,unmatched,217,171,41,CA:95;FL:41;TX:16;DC:8;PA:4;NJ:3;GA:2;MA:1,medium
549300HINJH60UG3KG47,,,,unmatched,223,191,38,NC:41;FL:38;GA:28;TX:25;CA:21;PA:10;NY:10;SC:6,medium
5493004K0Z4RFJSPYT52,,,,unmatched,231,127,38,FL:38;GA:16;NC:14;CA:13;PA:12;TN:12;TX:12;SC:6,medium
549300KPBZCTMM3Y0061,,,,unmatched,236,162,36,FL:36;CA:27;NC:24;GA:22;DC:14;TX:12;PA:9;SC:7,medium
549300GSCUJKJINRJ980,,,,unmatched,245,133,36,GA:41;FL:36;NC:19;SC:13;TN:11;PA:8;TX:5,medium
549300KX6E1IE2LM5E30,,,,unmatched,231,172,35,CA:90;FL:35;GA:15;TX:10;PA:6;SC:5;NC:4;TN:4,medium
54930053KPO7OG48FP72,,,,unmatched,292,186,34,PA:146;FL:34;CA:3;TN:1;NJ:1;GA:1,medium
WKN6AF1FCL7BBYGTGI83,,,,unmatched,372,167,34,FL:34;CA:31;GA:24;NC:22;TN:20;SC:13;NJ:11;PA:6,medium
ZF85QS7OXKPBG52R7N18,,,,unmatched,64,38,32,FL:32;TX:3;GA:2;TN:1,medium
549300W2VOHO3742H053,,,,unmatched,202,143,31,NC:109;FL:31;SC:2;GA:1,medium
549300W4FT4H1UWPGU95,,,,unmatched,160,98,31,FL:31;TN:14;TX:13;CA:8;NC:7;SC:6;GA:6;NJ:4,medium
MV4O55SH8HO6KQSGW013,,,,unmatched,87,53,31,FL:31;SC:7;NC:6;TN:5;GA:2;PA:2,medium
254900JRJMMWO6A10H16,,,,unmatched,161,143,30,GA:113;FL:30,medium
549300LT75BG7Z054795,,,,unmatched,133,103,30,PA:63;FL:30;NC:5;SC:2;DC:2;GA:1,medium
2549008AGLU4AEH9GZ71,,,,unmatched,159,131,29,GA:102;FL:29,medium
549300IL3HLQ2SW5VN73,,,,unmatched,160,99,29,NY:65;FL:29;PA:3;GA:1;SC:1,medium
549300MU2YI0HXIT3257,,,,unmatched,108,42,29,FL:29;TX:3;GA:3;NC:3;MA:2;CA:1;PA:1,medium
549300QTN66CFMVWLH03,,,,unmatched,40,32,28,FL:28;CA:2;GA:1;TX:1,medium
254900HO9WPE4LTLQU96,,,,unmatched,278,117,26,TX:51;FL:26;CA:11;TN:7;GA:7;NC:5;PA:4;MA:4,medium
549300KW3HYVC06WS898,,,,unmatched,101,62,26,FL:26;NC:10;SC:8;CA:4;NY:3;TN:3;GA:2;DC:2,medium
2549007AU24FVDMNUB40,,,,unmatched,840,172,25,CA:43;GA:29;FL:25;NC:19;NJ:16;NY:14;SC:8;PA:8,medium
984500FAD1FB7FEGTE82,,,,unmatched,390,172,25,NC:30;TX:27;GA:25;FL:25;CA:23;TN:12;MA:10;NJ:9,medium
549300DRA4BDXW23LD45,,,,unmatched,184,99,25,SC:26;FL:25;TX:23;PA:12;GA:6;NC:3;TN:2;CA:2,medium
54930053SM8COVIPIY54,,,,unmatched,69,46,25,FL:25;NC:7;TN:6;GA:5;PA:3,medium
549300F6Y1YO2YXN6135,,,,unmatched,184,178,24,CA:44;TX:32;FL:24;MA:18;GA:15;TN:14;NJ:11;NC:10,medium
549300NZWZUYUWEOA562,,,,unmatched,177,97,24,FL:24;NC:16;GA:10;TX:7;NY:7;SC:7;MA:6;CA:6,medium
549300MCPCNPQAOB4032,,,,unmatched,479,197,23,GA:96;TX:33;FL:23;TN:18;SC:18;NC:9,medium
254900HIDMT4ZG09RP47,,,,unmatched,187,130,23,TX:26;GA:24;FL:23;NC:20;TN:13;PA:9;CA:8;NJ:6,medium
4LJGQ9KJ9S0CP4B1FY29,,,,unmatched,52,34,23,FL:23;TN:6;SC:2;NC:2;GA:1,medium
7DMUJTL9FFTVIAG9H788,,,,unmatched,125,75,22,TX:23;FL:22;CA:12;PA:5;SC:3;NY:3;NC:2;NJ:2,medium
549300DQLGJ1YQRRHH73,,,,unmatched,299,193,21,TX:133;FL:21;CA:13;GA:10;TN:8;MA:2;PA:2;NC:2,medium
549300TULDV69V2XKY60,,,,unmatched,237,161,21,CA:55;DC:21;FL:21;NC:12;PA:11;GA:11;NJ:8;SC:8,medium
549300C04BJ0G297NC13,,,,unmatched,313,143,21,TX:26;FL:21;CA:18;PA:16;NC:15;NY:13;NJ:10;TN:7,medium
5493002YXAOJOQPEGS38,,,,unmatched,266,84,21,TX:32;FL:21;NC:11;TN:9;SC:4;CA:4;GA:3,medium
549300JGMQJ4R419LR70,,,,unmatched,248,185,19,TX:45;CA:44;FL:19;PA:18;NY:15;NJ:12;GA:9;SC:7,medium
549300IOM384RW3HWE57,,,,unmatched,320,162,19,GA:142;FL:19;PA:1,medium
549300X6ESK4SUBRYL85,,,,unmatched,63,48,19,FL:19;TX:12;GA:4;CA:3;NY:2;NJ:2;NC:2;DC:2,medium
5493006HAFES1LQ18W28,,,,unmatched,46,35,19,FL:19;GA:11;TN:3;NC:2,medium
38CFVD4YYFWD1FV7IM34,,,,unmatched,44,34,19,FL:19;SC:5;TN:4;NC:3;GA:1;DC:1;MA:1,medium
549300HGDJQ37M5BE268,,,,unmatched,38,26,19,FL:19;GA:2;TX:2;SC:1;TN:1;DC:1,medium
549300X4P2GHQNMZGO79,,,,unmatched,43,24,19,FL:19;GA:2;NC:1;TN:1;PA:1,medium
5493007O9PUUYS1SVR64,,,,unmatched,23,21,19,FL:19;GA:2,medium
254900EZRN0CBEP77K34,,,,unmatched,421,190,18,DC:38;CA:31;FL:18;NC:17;TX:15;SC:14;GA:12;NJ:12,medium
54930032OCUOR526IR93,,,,unmatched,188,111,18,GA:24;PA:21;FL:18;TN:10;NC:9;CA:7;TX:7;MA:5,medium
54930022CQGV47Q8PM03,,,,unmatched,255,92,18,TX:22;FL:18;CA:18;GA:15;SC:6;TN:5;PA:4;NC:3,medium
9845006DE3H5E9VA4012,,,,unmatched,122,41,18,FL:18;TX:8;CA:6;GA:2;NY:2;TN:2;NJ:1;PA:1,medium
549300XAJENHWRM32Z86,,,,unmatched,39,34,18,FL:18;GA:4;SC:3;TX:3;NJ:2;CA:1;NC:1;PA:1,medium
549300XAHXRVSRML8V19,,,,unmatched,243,194,17,TX:135;CA:28;FL:17;NC:6;SC:5;GA:2;TN:1,medium
549300C1ICNCM0V37Y02,,,,unmatched,56,56,17,FL:17;TX:14;TN:9;CA:4;NC:3;GA:3;SC:2;NJ:2,medium
549300IX6RAX31C1BI75,,,,unmatched,357,48,17,NC:19;FL:17;GA:10;SC:2,medium
2549008G9SP4WM32NN96,,,,unmatched,55,39,17,FL:17;NJ:12;CA:6;GA:2;TX:1;NC:1,medium
549300B2JJHSM77T5Y41,,,,unmatched,214,104,16,GA:50;FL:16;TX:10;SC:9;TN:6;CA:4;NJ:3;NC:2,medium
5493002WVA17MT4UFH84,,,,unmatched,218,96,16,TX:26;CA:19;FL:16;PA:8;GA:7;TN:4;NC:4;SC:4,medium
549300ENNFGLHCMQ1U82,,,,unmatched,44,27,16,FL:16;SC:6;TN:2;GA:1;NC:1;PA:1,medium
5493004R423PBPM6A173,,,,unmatched,234,157,15,TX:37;GA:23;TN:20;NJ:19;FL:15;NC:14;SC:9;CA:8,medium
2549009BJ1OZ4H7KTG46,,,,unmatched,294,146,15,NC:67;TX:27;FL:15;GA:7;SC:7;NY:5;TN:4;PA:4,medium
549300WS8BW0I0BDA390,,,,unmatched,145,119,15,GA:98;FL:15;TN:2;TX:2;SC:1;CA:1,medium
549300SQKZC6HESYGO25,,,,unmatched,344,103,15,CA:27;FL:15;NJ:12;NC:11;PA:9;NY:9;GA:8;TN:4,medium
5493007BX4I89K17ZM64,,,,unmatched,82,57,15,CA:25;FL:15;TX:9;NC:3;PA:2;NJ:2;GA:1,medium
549300U7UH8QCS8WQ406,,,,unmatched,63,42,15,FL:15;GA:9;NC:5;SC:4;PA:3;CA:3;TN:1;TX:1,medium
254900UKSP6SQGRSFL18,,,,unmatched,26,22,15,FL:15;NY:6;GA:1,medium
549300LLQD0X2OTG0Y27,,,,unmatched,398,170,14,MA:77;NC:16;TX:15;SC:15;FL:14;PA:12;CA:7;TN:6,medium
549300TTPRGSP8DGY569,,,,unmatched,214,146,14,DC:55;CA:20;FL:14;NC:11;NJ:10;PA:8;TX:7;GA:7,medium
549300X08QKYUH256I80,,,,unmatched,158,144,14,GA:77;TX:38;FL:14;CA:5;TN:5;SC:2;PA:1;NC:1,medium
549300WKFR15017V9850,,,,unmatched,190,131,14,CA:99;FL:14;TX:6;MA:5;GA:4;TN:2;NC:1,medium
549300FOHR7SBPQ7WJ92,,,,unmatched,146,114,14,GA:54;TN:46;FL:14,medium
549300D2OYT7VTDY6Z20,,,,unmatched,193,110,14,NJ:48;FL:14;GA:11;NC:11;CA:8;PA:6;DC:4;NY:3,medium
549300337GB2P1WP7003,,,,unmatched,45,38,14,FL:14;GA:7;TX:6;NC:4;SC:3;DC:1;NJ:1;CA:1,medium
IWRZQFYIRJ0IMURZBB68,,,,unmatched,43,33,14,FL:14;NC:6;TX:5;SC:3;GA:3;TN:2,medium
549300QDGMFASKEN7Z77,,,,unmatched,37,21,14,FL:14;TN:2;GA:2;SC:2;NC:1,medium
549300GMQCJI1T3P3Z82,,,,unmatched,49,15,14,FL:14;GA:1,medium
549300NLJI4QKZ3D0G94,,,,unmatched,271,156,13,CA:125;FL:13;TX:11;NC:2;GA:2;TN:2;NJ:1,medium
