year,state,lei,institution_name,total_applications,total_originations,top_counties_served,orig_conventional,orig_fha,orig_va,orig_usda_other,orig_other_loan_type,orig_conventional_pct,orig_fha_pct,orig_va_pct,priority_market
2025,GA,549300FGXN1K3HLB1R50,,30248,21182,Gwinnett:1870; Cobb:1550; Fulton:1524; DeKalb:1167; 13117:771,15241,3679,2262,0,0,71.95,17.37,10.68,yes
2025,GA,549300HW662MN1WU8550,,23783,17047,Gwinnett:1852; Fulton:1521; Cobb:1304; 13117:1011; DeKalb:958,9473,4095,3438,41,0,55.57,24.02,20.17,yes
2025,GA,IUGPUX5LWRZ3B6KIZ697,,8065,5627,Fulton:895; DeKalb:595; Cobb:582; Gwinnett:536; 13057:221,4454,785,365,23,0,79.15,13.95,6.49,yes
2025,GA,RVDPPPGHCGZ40J4VQ731,,10273,5272,Fulton:444; Gwinnett:430; Cobb:362; DeKalb:247; 13117:241,3015,1342,914,1,0,57.19,25.46,17.34,yes
2025,GA,5493003GQDUH26DNNH17,,12388,5118,Fulton:444; Gwinnett:416; Cobb:407; DeKalb:304; 13151:227,4161,0,957,0,0,81.3,0.0,18.7,yes
2025,GA,JJKC32MCHWDI71265Z06,,10563,4837,Fulton:786; Cobb:501; DeKalb:433; Gwinnett:362; 13117:219,4707,88,38,4,0,97.31,1.82,0.79,yes
2025,GA,549300AG64NHILB7ZP05,,7336,4168,Gwinnett:474; Fulton:360; Cobb:296; DeKalb:168; 13151:156,2421,1338,405,4,0,58.09,32.1,9.72,yes
2025,GA,549300DD5QQUHO6PCH70,,9443,4139,13179:252; 13153:201; 13073:199; Chatham:196; 13215:159,166,128,3845,0,0,4.01,3.09,92.9,yes
2025,GA,549300E2UX99HKDBR481,,9709,4063,Chatham:431; 13151:293; Fulton:292; 13153:224; Gwinnett:218,1863,1615,560,25,0,45.85,39.75,13.78,yes
2025,GA,549300LYRWPSYPK6S325,,9293,3946,Gwinnett:298; Fulton:250; Cobb:206; 13151:194; DeKalb:169,302,1617,2025,2,0,7.65,40.98,51.32,yes
2025,GA,549300AQ3T62GXDU7D76,,5379,3788,13153:293; 13151:259; Fulton:245; 13073:204; 13245:191,1593,1567,594,34,0,42.05,41.37,15.68,yes
2025,GA,549300VZVN841I2ILS84,,6148,3633,Fulton:340; Gwinnett:338; Cobb:264; DeKalb:176; 13057:147,2012,1172,426,23,0,55.38,32.26,11.73,yes
2025,GA,549300MGPZBLQDIL7538,,5273,3631,Fulton:296; Cobb:220; DeKalb:217; Gwinnett:211; 13117:151,2367,933,287,44,0,65.19,25.7,7.9,yes
2025,GA,B4TYDEB6GKMZO031MB27,,9168,3440,Fulton:621; Cobb:413; Gwinnett:340; DeKalb:325; 13117:213,3418,18,4,0,0,99.36,0.52,0.12,yes
2025,GA,T68X8LLAQYRNDV034K14,,4774,3186,13123:189; 13111:180; 13139:177; 13291:163; 13115:160,3010,128,35,13,0,94.48,4.02,1.1,yes
2025,GA,EQTWLK1G7ODGC2MGLV11,,6450,2869,Fulton:263; Cobb:174; 13057:148; 13139:146; Gwinnett:141,2721,102,35,11,0,94.84,3.56,1.22,yes
2025,GA,549300Y4BSP3BSFW7J29,,5508,2867,Fulton:487; Cobb:402; 13077:302; 13113:265; Gwinnett:243,2867,0,0,0,0,100.0,0.0,0.0,yes
2025,GA,5493001SXWZ4OFP8Z903,,4295,2777,Chatham:241; Gwinnett:240; 13151:224; 13223:224; Fulton:194,823,1364,573,17,0,29.64,49.12,20.63,yes
2025,GA,DX0JX77PRMOELF7VG772,,3969,2576,13215:303; Fulton:221; 13153:169; Cobb:129; 13059:102,2285,160,118,13,0,88.7,6.21,4.58,yes
2025,GA,549300LBCBNR1OT00651,,3796,2560,Gwinnett:223; Cobb:211; Fulton:184; DeKalb:152; 13117:110,2080,329,151,0,0,81.25,12.85,5.9,yes
2025,GA,549300FNXYY540N23N64,,7880,2480,Gwinnett:217; Fulton:192; Cobb:190; DeKalb:157; 13117:99,1377,446,638,19,0,55.52,17.98,25.73,yes
2025,GA,549300XWUSRVVOHPRY47,,3795,2402,Fulton:305; Cobb:271; Gwinnett:249; DeKalb:214; 13057:110,1562,731,103,6,0,65.03,30.43,4.29,yes
